id,name
1,Paperback
2,Hardback
3,CD
4,Mixed
5,Audio
6,Calendar
7,Spiral
8,Loose
9,Book
10,Game
11,Diary
12,Cards
13,Notebook
14,Board
15,Pamphlet
16,Leather
17,Toy
18,Postcard
19,Fold
20,Online
21,Address
22,Novelty
23,Sheet
24,DVD
25,Undefined
26,VHS
27,Bath
28,Globe
29,Digital
30,Boxed
31,Downloadable
32,Pre
33,Other
34,Counterpack
35,Multiple
36,Diskette
37,Record
38,Miscellaneous
39,Microfilm
40,Wallchart
41,Poster
42,General
43,Doll
44,Big
45,Pictures
46,Soft
47,Bookmark
48,OHP
49,Video
