authors,bestsellers_rank,categories,description,length,height,width,format,id,image_url,isbn10,isbn13,lang,publication_date,rating_avg,rating_count,title,weight
"[19630, 321246, 259107, 528077, 519074]",173213,"[97, 145, 3260]","Filled with gorgeous illustrations and artwork from HBO's hit series, The Art of Game of Thronesis the definitive Game of Thronesart collection.",254.0,336.0,43.0,2,9780008354558,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0083/9780008354558.jpg,8354553,9780008354558,en,2019-12-16,4.33,58,The Art of Game of Thrones : The Official Book of Design from Season 1 to Season 8,3390.0
"[257403, 257404]",81603,"[350, 2624]","The revamped, restored edition. When an out of work actor with a penchant for ultra-violent sex teams up with an amateur pornographer, the result is a lucrative business filled with unimaginable horrors. Only when things take an incestuous turn does Jack Sanders learn the dangers of the snuff film business. The mutilated bodies turning up across California are nothing compared to the revenge-driven imagination of a victim's father. Bodily fluids splatter the pages of Snuff as glimpses of Jack's abusive childhood and shattered dreams build up to an unforgettable climax. Snuff is by far the single most disturbing piece of literature I have ever read. -Gabrielle S. Faust, FearZone ...One of the most stunning finales I have read in recent times. -Jude Felton, Fatally Yours",127.0,203.0,11.0,1,9780981896724,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/9818/9780981896724.jpg,981896723,9780981896724,en,2009-04-01,3.57,201,Snuff,204.0
[7964],101030,[2488],"Strega Nona returns with her bumbling assistant, Big Anthony, and Bambolona, the baker's daughter, in time for the big Christmas Eve feast.",215.0,278.0,3.0,1,9780152531843,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1525/9780152531843.jpg,015253184X,9780152531843,en,1991-09-15,4.26,1422,"Merry Christmas, Strega Nona",141.0
"[235229, 206095]",83567,"[336, 2617, 338, 2619, 371, 2644]","It is 1919 in Breslau. The hideously battered bodies of four young sailors are discovered on an island in the River Oder. When Criminal Assistant Mock arrives at the scene to investigate, he discovers a note addressed to him, asking him to confess his sins and to become a believer. As he endeavours to piece together the elements of this brutal crime, Mock combs the brothels and drinking dens of Breslau and is drawn into an insidious game: it seems that anyone he questions during the course of the investigation is destined to become the murderer's next victim. Ultimately he uncovers a secret society which has the Inspector himself clearly in its sights. Dark, sophisticated and uncompromising, the distinctive Breslau series has already received broad critical acclaim. Phantoms of Breslau confirms Criminal Assistant Mock as surely the most outrageous and original detective in crime fiction.",131.0,201.0,12.0,1,9780857381934,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8573/9780857381934.jpg,857381938,9780857381934,en,2011-08-04,3.73,797,Phantoms of Breslau : An Eberhard Mock Investigation,198.0
[191989],669122,"[342, 355, 2629, 357]",A sword-and-sorcery classic from the Aurora Award-winning author of the King's Blades series.,133.0,203.0,20.83,1,9781497640368,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4976/9781497640368.jpg,1497640369,9781497640368,en,2014-06-12,4.02,2747,The Destiny of the Sword,467.2
"[824, 244527, 244528, 72446, 244529, 190386]",1827876,"[292, 334, 370]","*INCLUDES WINNING STORY BY INGRID PERSAUD* Hung-over and grief-stricken, a man contemplated suicide at the edge of a cliff, until he is unexpectedly distracted by the sight of a woman emerging from the water below... A group of art students protesting the demolition of a housing block decide to turn its destruction into a creative act... Waiting in her car for the rain to pass after her mother's funeral, a woman nurses her child and reflects on a world outside that remains headless of her sorrow... The stories shortlisted for the BBC National Short Story Award with Cambridge University 2018 pivot around the theme of loss, and the different ways that individuals, and communities, respond to it. From the son caring for his estranged father, to the widow going out for her first meal alone, the characters in these stories are trying to find ways to repair themselves, looking ahead to a time when grief will eventually soften and sooth. Above all, these stories explore the importance of human connection, and salutary effect of companionship and friendship when all else seems lost. Contributors: Kerry Andrew, Sarah Hall, Kiare Ladner, Ingrid Persaud, Nell Stevens",110.0,170.0,12.7,1,9781910974414,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9109/9781910974414.jpg,1910974412,9781910974414,en,2018-09-13,3.59,29,The BBC National Short Story Award 2018,272.16
"[54465, 54466]",37941,"[2578, 2597, 2598, 2599, 2607, 2609]","How much sex education do children need? As much as they ask for, say the experts. And exactly what do children want to know? Ask them!",140.0,185.0,25.4,2,9781776572328,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7765/9781776572328.jpg,1776572327,9781776572328,en,2020-03-03,4.09,44,"Tell Me : What Children Really Want to Know About Bodies, Sex and Emotions",476.27
"[529463, 529464]",86976,"[956, 964]","How to tap the power of the balanced scorecard, for financial services organizations",164.0,234.0,19.0,2,9780470830307,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4708/9780470830307.jpg,470830301,9780470830307,en,2011-08-09,5.0,1,Creating a Balanced Scorecard for a Financial Services Organization,524.0
[192925],1352573,[287],"There is an awful accident at a cosmetic surgery clinic; overweight reporter Jo and glamour model Angie are beheaded by a helicopter. But never fear, infamous surgeon Hravic knows exactly how to save them and as if by miracle, their heads are sewn back - on the wrong bodies.-3 women, 5 men",139.95,200.0,5.08,1,9780573019579,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5730/9780573019579.jpg,573019576,9780573019579,en,2001-09-10,4.0,1,Body Language,122.47
"[43873, 418788]",766089,"[2734, 3181, 2819]","In this highly readable handbook, Sangharakshita guides the reader through the at times complex Buddhist tradition. Part one tackles the essentials of the religion in sections devoted to the Buddha, his teachings, and the spiritual community while part two tackles the practicalities of trying to lead a Buddhist life. A Guide to the Buddhist Path is a reliable map of the Buddhist way that anyone can follow.",156.0,234.0,17.78,1,9781907314056,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9073/9781907314056.jpg,1907314059,9781907314056,en,2011-09-06,3.91,76,A Guide to the Buddhist Path,476.27
"[44644, 44645]",216742,"[2597, 2607]","Featuring full-colour illustrations, Just Feel is an engaging and easy-to-read guide that introduces kids to the building blocks of resilience and grit. The U.S. and other nations are quickly becoming aware of the importance of children's ability to be independent and meet challenges head on; parents are eager for resources that help kids learn how to navigate life on their own. Just Feel is one of the very few books on social and emotional health that speaks directly to kids. Designed specifically with kids ages 8-12 in mind, the book clearly addresses important topics such as flexibility, responsibility, communication, creativity, and self-knowledge. Written by the respected writer and wellness expert Mallika Chopra, Just Feel is sure to effectively teach kids how they can balance their emotions and make positive choices for themselves.",178.0,254.0,12.0,1,9780762494743,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7624/9780762494743.jpg,762494743,9780762494743,en,2019-11-28,4.39,31,"Just Feel : How to Be Stronger, Happier, Healthier, and More",400.0
[552654],1316686,"[970, 1018, 1033]",The missing link to determining a company's real value,160.0,236.0,22.0,2,9780071777612,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0717/9780071777612.jpg,007177761X,9780071777612,en,2011-12-16,4.22,9,Operations Due Diligence: An M&A Guide for Investors and Business,516.0
[103711],1058002,"[3236, 796, 3341, 2847]","HOW TO GET YOUR FREEDOM FROM WITCHCRAFT AND DEMONIC OPPRESSIONS. This book you are about to read will cause you to have a spiritual paradigm shift. Spiritual Diagnosis will help you to view and interpret problems differently. This book will help you to properly diagnose each problem in your life and put them in their right perspective. It will sensitize your spirit and help you to be sensitive and discern between problems that are the will of God and those that are fueled from Satan and his cohorts, which are meant for your destruction. This book will also equip you with Biblical tools to appropriately deal with each problem in your life. Spiritual Diagnosis will expose to you Satan, your arch-enemy, and his works, and it will also direct you to our blessed Lord and Savior, Jesus Christ who has the answers to all our problems. This book will not only inform you, but it will also transform you. It will not only challenge you to walk in the power and authority of the Holy Spirit, but it will also change your life. This book can change your life!",152.0,229.0,8.0,1,9781478745310,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4787/9781478745310.jpg,1478745312,9781478745310,en,2015-01-29,5.0,1,Spiritual Diagnosis : Understanding the Mystery Behind Your Misery - Spiritual Warfare and Deliverance Book,204.0
[463540],2857363,"[350, 2624, 364, 2633, 2978, 2979]","Looking for some demonic laughs? Contemplating Reiko is the perfect combination of cute, evil, and hilarious! Join cute little Reiko, and her equally sadistic sisters in this wickedly funny second collection of Contemplating Reiko comic illustrations by Vincent Grisanti! Plus this book contains a concept art gallery! Evil things come in small packages!",216.0,216.0,5.0,1,9780982251713,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/9822/9780982251713.jpg,982251718,9780982251713,en,2010-02-01,4.67,3,Contemplating Reiko - The Second Collection,165.0
[133540],987588,"[792, 3337, 2804]","Created especially for the Australian customer! Packed with tips on creating and distributing your resume in today's new job search environment Whether you're entering the job market for the first time, changing jobs or changing careers, Australian Resumes For Dummies shows you all the tricks in getting your resume noticed in a new era in recruiting and job finding. With a wealth of sample resumes, help with selection criteria and job search tips, this resource will help you stand out from the crowd. Discover how to: * Master the basics * Format your resume for cyberspace * Create a killer cover letter * Tailor your resume to companies and jobs * Secure employment overseas * Decipher and address government selection criteria",185.0,231.0,32.0,1,9781740310918,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7403/9781740310918.jpg,1740310918,9781740310918,en,2011-09-19,2.4,5,Australian Resumes For Dummies(R),670.0
"[160842, 160843, 160844, 148322]",704929,"[1620, 1663, 1694, 1695]","Humans are terrestrial animals, and our capacity to see and understand the importance and vulnerability of life in the sea has trailed our growing ability to harm it. While conservation biologists are working to address environmental problems humans have created on land, loss of marine biodiversity, including extinctions and habitat degradation, has received much less attention. At the same time, marine sciences such as oceanography and fisheries biology have largely ignored issues of conservation. Marine Conservation Biology brings together for the first time in a single volume leading experts from around the world to apply the lessons and thinking of conservation biology to marine issues. Contributors including James M. Acheson, Louis W. Botsford, James T. Carlton, Kristina Gjerde, Selina S. Heppell, Ransom A. Myers, Julia K. Parrish, Stephen R. Palumbi, and Daniel Pauly offer penetrating insights on the nature of marine biodiversity, what threatens it, and what humans can and must do to recover the biological integrity of the world's estuaries, coastal seas, and oceans.",204.0,254.0,29.72,1,9781559636629,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5596/9781559636629.jpg,1559636629,9781559636629,en,2005-06-01,4.58,19,Marine Conservation Biology : The Science of Maintaining the Sea's Biodiversity,1088.62
[344517],377173,"[932, 2746, 949, 2763, 955, 2769, 968, 970]","The inside story of the world's most powerful central bankers--and the most intense exercise in economic crisis management the world has ever seen Suddenly, without warning, in August 2007, three men who had never been elected to public office found themselves the most powerful people in the world. They were the leaders of the world's three most important central banks: Ben Bernanke of the U.S. Federal Reserve, Mervyn King of the Bank of England, and Jean-Claude Trichet of the European Central Bank. In The Alchemists, Washington Post reporter Neil Irwin presents the truly global story of the central bankers' role in the world economy that we have been missing. Definitive, revelatory, and riveting, it shows us where money comes from--and where it may well be going.",137.0,211.0,28.0,1,9780143124993,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1431/9780143124993.jpg,143124994,9780143124993,en,2014-03-25,4.05,1245,The Alchemists : Three Central Bankers and a World on Fire,386.0
"[37952, 37953]",586498,"[839, 3384, 1520, 1573]",The easy way to take the confusion out of chemistry,191.0,231.0,20.0,1,9780071475297,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0714/9780071475297.jpg,007147529X,9780071475297,en,2007-06-16,3.85,457,Chemistry for the Utterly Confused,535.0
[215591],306135,"[2770, 2788, 2910]","From the co-author (with Michael Mosley) of the bestselling The Fast Diet, a feel-good, fun book that reveals the secrets that will make a difference to how you look and feel about yourself. Because looking great isn't just about losing weight!",153.0,200.0,22.0,1,9780553820195,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5538/9780553820195.jpg,553820192,9780553820195,en,2010-01-01,3.28,177,101 Things to Do Before You Diet,366.0
[8937],160811,"[2460, 2488, 2501, 2607]","Sometimes being small can have its advantages. If you're a little cloud like Cloudette, people call you cute nicknames, and you can always find a good spot to watch the fireworks. But what about when you want to do something big, like help a giant garden grow, or make a brook babble? This charming book gets at the heart of what it means to make a difference no matter your size. Young children will find much to relate to in Cloudette as they follow her on her pursuit for greatness.",210.0,255.0,9.0,2,9780805087765,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8050/9780805087765.jpg,805087761,9780805087765,en,2011-04-01,4.13,2993,Cloudette,402.0
"[7717, 49703]",168903,"[2460, 2471, 2488, 2490, 2499, 2613]","One of the greatest gifts parents can give their children is the assurance that mom and dad love them just as they are, apart from anything that they do. But telling them once won't make it sink in. Kids need to be reminded of that foundational fact over and over, until the truth takes root deep within their hearts.",229.0,254.0,8.64,2,9781433540912,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4335/9781433540912.jpg,1433540916,9781433540912,en,2014-02-28,4.31,114,The Children of the King,392.0
[43595],59042,"[2944, 2947]","Sew modern quilts that illuminate your life with the help of ombre fabrics. Easy large-scale piecing shows the entire ombre gradation, while smaller-pieced quilts let colours dance and glow in hundreds of hues, tints, and tones! With a single fabric containing subtle shifts from pale to dark, colour feels exciting and new again. Jennifer Sampou shows you how to make the fabric work for you, with six brilliant quilt projects featuring her Sky Collection fabric.",216.0,280.0,5.08,1,9781617459139,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6174/9781617459139.jpg,1617459135,9781617459139,en,2019-11-30,4.0,1,Ombre Quilts,288.0
[246439],417642,[2979],"Nemi Montoya: cool, cynical, sexy, and a hopeless romantic at heart, she's an all-to-honest goth chick, with a blue-haired best friend called Cyan.",190.0,235.0,14.0,2,9781845765897,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8457/9781845765897.jpg,1845765893,9781845765897,en,2010-11-29,4.37,244,Nemi - (Vol. 4),492.0
"[15833, 15834]",432982,"[2488, 2490, 2596, 2607, 2609, 2613]",A culture-rich picture book that proudly showcases the beauty of diversity while also celebrating all the wonderful things we have in common.,235.0,283.0,9.0,2,9780310767855,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3107/9780310767855.jpg,310767857,9780310767855,en,2019-09-19,4.01,101,One Big Heart : A Celebration of Being More Alike than Different,394.0
"[223009, 232223]",20102,"[355, 2629, 365, 2634]",In the course of learning,127.0,188.0,15.0,1,9781975304171,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9753/9781975304171.jpg,1975304179,9781975304171,en,2019-06-25,4.33,97,"Goblin Slayer Side Story: Year One, Vol. 2 (manga)",181.0
[288920],1248161,[2825],"Are you frustrated by your efforts to master tarot reading? Do you forget some or most of the card meanings right after studying them in your tarot manual? Do you want to get started fast making money as a professional tarot reader? Do you want to take your readings beyond the merely entertaining? Do you want to impress yourself and others with your genuine psychic abilities? Do you want to permanently expand your psychic abilities and develop ESP powers that go beyond just reading he tarot cards? If you answered ""Yes"" to any of these questions, then this little book is just what you've been looking for. It's true that almost anyone can learn to read the tarot, but most people never do... Why? ...Most of the time, it's because they cannot memorize the multiple meanings of the 78 tarot cards. Although, lots of books purport to show you an easy way to learn tarot reading, many people fail. They buy one tarot manual after another trying to figure it out and most of them, eventually, give up. But, you will forever have the key to reading the tarot once you understand that the tarot cards revolve around several esoteric systems. The fact is the tarot is more than just a game or even a divination tool, it contains the key to unlocking the esoteric mysteries of the ages. Once you have this key, you will never need another tarot manual and you won't need to memorize the meanings of the cards because you will simply know them. This book includes a system for learning the tarot once and for all. It requires a little work on your part, but afterward, you will never be at a loss for the meaning of the cards during a reading, again. With the information in ""How to Read the Tarot for Fun, Profit and Psychic Development for Beginners and Advanced Readers,"" you will: Never need to purchase any more useless tarot manuals. Learn how to use the tarot to make money Discover how to amaze yourself and others with your psychic abilities Learn how to use the tarot to develop your ESP permanently, not just when you're sitting with a client. In this book, ""How to Read the Tarot for Fun, Profit and Psychic Development for Beginners and Advanced Readers,"" a professional tarot reader gives you the benefit of her 25-years of experience and shows you how to expand your psychic abilities while making money as a professional tarot reader. This is not a tarot manual, but a guide to psychic development, which gives you information and instructions you won't find anywhere else. It is sure to be of interest to tarot readers of every skill level. If you are a beginning or advanced tarot reader who is ready to go beyond the mechanical aspects of tarot reading and into a higher level of psychic awakening, then this little book is for you.",127.0,203.0,5.0,1,9780615823829,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6158/9780615823829.jpg,615823823,9780615823829,en,2013-05-23,2.7,10,"How to Read the Tarot for Fun, Profit and Psychic Development for Beginners and Advanced Readers",95.0
[334444],2014601,[2947],"Rich cappuccinos and espressos, creamy lattes and mochas-America's love affair with coffee is hot! In this impeccably brewed, full-bodied collection of quilts and recipes, you'll find the perfect project for your discerning taste.",216.0,292.0,7.62,1,9781564775252,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5647/9781564775252.jpg,1564775259,9781564775252,en,2004-03-01,3.67,9,"Coffee-Time Quilts : Super Projects, Sweet Recipes",430.91
[484611],236245,"[125, 148, 3263]","In this book, Erika Fischer-Lichte traces the emergence of performance as 'an art event' in its own right. In setting performance art on an equal footing with the traditional art object, she heralds a new aesthetics.",156.0,234.0,15.24,1,9780415458566,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/4154/9780415458566.jpg,415458560,9780415458566,en,2008-10-01,4.0,42,The Transformative Power of Performance : A New Aesthetics,386.0
[250357],236313,"[344, 347, 361, 362]","A gripping story of love, death and danger in Nazi-occupied France from the bestselling author of The Throwaway Children.",129.0,198.0,30.48,1,9781784972615,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7849/9781784972615.jpg,1784972614,9781784972615,en,2017-03-09,4.28,6301,The Sisters of St Croix,376.48
"[1517, 7941]",28354,"[2488, 2499, 2500, 2596, 2600, 2609]","A new generation of children love Daniel Tiger's Neighborhood, inspired by the classic series Mister Rogers' Neighborhood! Twelve of Daniel Tiger's most grr-ific adventures are now available in one dazzling edition! Whether he's trying a new food, having fun at his first sleepover, or playing with his little sister on the playground, Daniel Tiger loves making friends and going on new adventures! Would you like to come along? This treasury includes twelve of Daniel's most grr-ific stories, each of which can be read aloud in five minutes. This sweet collection is perfect for busy little tigers who are always on the go! Daniel Tiger's 5 Minute Stories features:",206.0,269.0,25.0,2,9781481492201,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4814/9781481492201.jpg,1481492209,9781481492201,en,2017-05-16,4.26,154,Daniel Tiger's 5-Minute Stories,816.0
[425353],801495,"[3134, 3164, 3173, 3216]","Geoffrey duncan's worship anthologies have gained an established place in the market-all those looking for something new to add to the traditional range of Advent and Christmas services will be spoilt for choice in this fabulous collection which includes everything from invocations to final blessings, including complete service outlines for lighting Advent candles and a seasonal Eucharist. There is something for everyone here and the contributions from Third World countries are a timely reminder of what Christmas is really about.",135.0,216.0,19.05,1,9781853115882,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8531/9781853115882.jpg,1853115886,9781853115882,en,2014-07-30,4.25,4,"Shine on, Star of Bethlehem : A worship resource for Advent, Christmas and Epiphany",417.3
[442293],91274,"[2860, 2866]","Hooni Kim is a chef who cooks with jung sung, heart and devotion. My Korea embraces his gastronomic heritage. From simple rice cakes drenched in a spicy sauce to a 12-Hour Korean Ramyeon (ramen), Hooni uses his background in world-class French and Japanese kitchens to fine-tune techniques in classic Korean cuisine, which often originated in home kitchens. Readers will discover the Korean culinary trinity: gochujang, doenjang and ganjang (Korean chili pepper paste, fermented soybean paste and soy sauce). These key ingredients add a savoury depth and flavour to the entire spectrum of Korean cuisine, from banchan to robust stews. Enhanced with gorgeous photography that highlights food creation and enjoyment across Korea today, My Korea brings a powerful culinary legacy into your kitchen.",226.0,274.0,33.0,2,9780393239720,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3932/9780393239720.jpg,393239721,9780393239720,en,2020-05-08,3.95,43,"My Korea : Traditional Flavors, Modern Recipes",1302.0
[375893],839721,"[2486, 2495]","Love is a dangerous angel...Francesca Lia Block's luminous saga of interwoven lives will send the senses into wild overdrive. These post-modern fairy tales chronicle the thin line between fear and desire, pain and pleasure, cutting loose and holding on in a world where everyone is vulnerable to the most beautiful and dangerous angel of all: love.  ""A sensualist's paradise..."" --Spin",143.0,194.0,33.0,1,9780064406970,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0644/9780064406970.jpg,64406970,9780064406970,en,1998-05-31,4.24,8731,Dangerous Angels,520.0
[74705],564865,"[334, 359, 2631]","Hard-edged fireman Dean Mulligan has never been a big fan of Christmas. Twinkly lights and sparkly tinsel can't brighten the memories of too many years spent in ramshackle foster homes. Although he's established himself as one of the top firefighters at San Gabriel Station 1, he doesn't think he's good enough for someone like gorgeous Lizzie.",107.0,168.0,15.0,1,9780062389367,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0623/9780062389367.jpg,006238936X,9780062389367,en,2014-12-23,4.14,451,It's a Wonderful Fireman : A Bachelor Firemen Novella,118.0
[67324],88434,"[2488, 2493, 2499]","As Idaville's ten-year-old star detective, Encyclopedia has an uncanny knack for trivia. With his unconventional knowledge, he solves mysteries for the neighborhood kids through his own detective agency. But his dad also happens to be the chief of the Idaville police department, and every night around the dinner table, Encyclopedia helps him solve some of the most baffling crimes. With ten confounding mysteries in each book, not only does Encyclopedia have a chance to solve them, but readers are given all the clues as well and can chime in with their own solutions. Interactive and fun--it's classic Encyclopedia Brown!",166.0,196.0,7.0,1,9780142410851,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1424/9780142410851.jpg,142410853,9780142410851,en,2008-04-01,4.02,1483,Encyclopedia Brown Takes the Case,82.0
[241639],761102,"[360, 2632, 362, 363]","When a lawman who values order gets stuck with a feisty crusader who likes to stir things up, there's going to be trouble in Texas!",140.0,216.0,25.4,1,9780764209161,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7642/9780764209161.jpg,764209167,9780764209161,en,2014-06-03,4.27,1226,Stuck Together,329.0
[27115],74179,"[358, 2630, 359, 2631]",Olivia Lockhart,104.0,165.0,30.0,1,9780778316886,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7783/9780778316886.jpg,778316882,9780778316886,en,2013-05-28,4.08,21687,16 Lighthouse Road,181.0
"[180316, 180317, 180318]",1723774,"[1555, 1563, 1582, 1759]",This text presents a concise and thorough introduction to the main concepts and practical applications of thermodynamics and kinetics in materials science. It is designed with two types of uses in mind: firstly for a one or two semester university course for mid- to upper-level undergraduate or first year graduate students in a materials-science-oriented discipline and secondly for individuals who want to study the material on their own. The following major topics,188.0,244.0,17.0,1,9780198528043,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1985/9780198528043.jpg,198528043,9780198528043,en,2005-09-01,3.0,1,Thermodynamics and Kinetics in Materials Science : A Short Course,685.0
[55468],1512,[2943],"Welcome to this weird and wacky colouring challenge. There are pictures to colour in, drawings to complete, spaces to scribble in and lots of things to find in these super-detailed doodles by artist Kerby Rosanes. Featuring unique and intricate ink drawings of incredible animals, shape-shifting aliens and breathtaking scenes. Readers will have to keep their eyes peeled for hidden treasures and creatures scattered throughout the pages.",250.0,250.0,9.0,1,9781910552070,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9105/9781910552070.jpg,1910552070,9781910552070,en,2015-06-25,4.41,352,Animorphia : An Extreme Colouring and Search Challenge,467.0
[148621],2184087,"[822, 3367, 996]","Do you believe you have what it takes to be a great recruiter? Are you looking to discover those true gems that will get you the results and income you want? Recruitment Gems Uncovered is a simple yet impactful guide for recruitment and sales professionals who want to reach optimum results and earn the kind of the money they dream of making. By adopting the proven techniques described inside this book, you will experience a transformation that will take you from good to GREAT - guaranteed!",140.0,216.0,9.0,1,9781544256788,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5442/9781544256788.jpg,1544256787,9781544256788,en,2017-06-13,3.25,4,Recruitment Gems Uncovered : The Ultimate Guide to Guaranteed Success & Wealth in Your Industry,200.0
[425087],671075,"[3134, 3141, 3162, 3164, 3229]","Why is there such a deep divide between evangelical and liturgical churches, especially when it comes to worship? How did this unfortunate evangelical-liturgical dichotomy develop, and what can be done about it? In this book Melanie Ross draws on historical analysis, systematic theology, and the worship life of two vibrant congregations to argue that the common ground shared by evangelical and liturgical churches is much more important than the differences than divide them. As a longtime evangelical church member who is at the same time a teacher of liturgical studies, Ross is well qualified to address this subject, and she does so with passion and intelligence. Evangelical versus Liturgical? is an important addition to the scant literature explaining nondenominational worship practices to those from more historically established liturgical traditions.",159.0,235.0,13.0,1,9780802869913,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8028/9780802869913.jpg,802869912,9780802869913,en,2014-07-02,3.78,36,Evangelical versus Liturgical? : Defying a Dichotomy,245.0
[45192],2056331,"[2649, 2848]","What college is ""Minnesota's most legendary haunted place""? Where did a ghost reportedly murder two victims? How has a haunted hutch predicted several people's deaths? This incomparable collection by Minnesota author Ryan Jacobson features only the state's scariest, most surprising ghost stories. From the author's own ghostly encounter to a family terrorized by a fiendish toy, the book's 21 tales are reportedly true! Best of all, they were written with a campfire in mind, so they're perfect for sharing aloud. Or read it alone... if you dare!",134.0,204.0,7.11,1,9781591933014,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5919/9781591933014.jpg,1591933013,9781591933014,en,2010-08-26,3.37,46,"Minnesota Hauntings : Ghost Stories from the Land of 10,000 Lakes",142.0
[648],927968,"[783, 3328, 830, 3375, 833, 3378]","Instruction is the key to effective classroom management, whether you're dealing with disruptive students or not.  With clear descriptions of processes and procedures, this book focuses on evidence-based instructional practices. It is divided into three sections: logic and evidence; day-to-day strategies; development and implementation, and each chapter has an accompanying video module.",215.0,279.0,17.78,1,9781506337494,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5063/9781506337494.jpg,150633749X,9781506337494,en,2016-08-16,4.0,3,Teaching Behavior : Managing Classrooms Through Effective Instruction,830.0
[6022],765661,"[334, 359, 2631, 361]","Danielle Steel's New York Times bestseller weaves a compelling story of fame and friendship, charmed lives and private struggles...and of three very different men whose lives converge and collide at . . . A gleaming Rolls-Royce pulls through the gates of the magnificent Bel Air estate known as The Cottage. The man behind the wheel is Hollywood's ageless wonder, Cooper Winslow. A star of the silver screen for decades, a man whose allure to women is legendary, Coop exudes old-fashioned glamour. But Coop is broke. And with no major roles coming his way, he is faced with the prospect of selling his beloved home, or at least renting out parts of it. His new tenants, Mark Friedman and Jimmy O'Connor, are coping with their own problems. Mark's wife just walked out, and Jimmy recently lost his own wife to illness. And when Mark's teenage children move in, The Cottage is transformed, with music blasting and teenagers on skateboards crashing into vintage cars. But amid the chaos, three men are becoming unlikely friends...and each finds himself changing, Coop most of all. Because beneath the dazzle and the bravado is a man trying to keep control of his carefully ordered world. A scandal threatens Coop's romance with a wealthy debutante....A devastating accident almost claims the life of one of the housemates....The Cottage welcomes a new houseguest who will change Coop's life in unexpected ways. Among the people who now share his life, Coop Winslow may find a chance to build a happiness he could never have dreamed of, and to become the kind of human being he has never been. Against a glittering backdrop, Danielle Steel tells a deeper story, of the choices and unexpected turns of fate that can shape characters and lives.",130.0,206.0,20.0,1,9780385342544,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3853/9780385342544.jpg,385342543,9780385342544,en,2008-09-30,3.88,6526,The Cottage,249.0
